names
kareef
kareem
karif
karim
kasam
kaseeb
kaseem
kashan
kashif
kasib
kasim
kateb
katib
kawkab
kawthar
kaysan
kazi
kazim
kedar
keyaan
khadim
khafid
khairaldin
khairi
khairy
khalaf
khalam
khaldoon
khaldun
khaled
khaleed
khaleel
khaleeq
khalid
khalifah
khalil
khalilalallah
khalis
khallad
kharijah
khasib
khateeb
khatib
khawar
khayaam
khayr
khayri
khayyat
khazin
khidash
khidr
khirash
khoury
khubaib
khubayb
khulayd
khulus
khunays
khuram
khuraymah
khurram
khursheed
khurshid
khushbakht
khushtar
khuzaimah
khuzaymah
kifayat
kinza
kishwar
kurayb
kutaiba
labeeb
labib
lablab
lahiah
laiq
laith
lajlaj
laqeet
lateef
latif
layth
liban
limazah
liyaqat
luay
lubaid
lubayd
luqman
lut
lutf
lutfi
maaz
mabad
mad
madani
madiyan
madyan
mahad
mahaz
mahbeer
mahbub
mahd
mahdi
maher
mahfuj
mahfuz
mahir
mahja
mahjub
mahmoud
mahmud
mahrus
maimun
main
majd
majdaldin
majdi
majdy
majid
makhdoom
makin
makki
malih
malik
mamdouh
mamduh
mamoon
mamun
man
mandhur
mansoor
mansur
manzar
manzoor
maqbool
maqil
marghoob
marghub
marid
marudeen.
maruf
marwan
marzuq
masarrat
mashal
mashhood
mashhud
mashhur
mashkoor
masood
masoud
masroor
masrur
masud
masum
masun
mateen
matloob
mawsil
maymun
maysarah
mazhar
mazin
mehboob
mehtab
mekka
mensur
miftah
mihran
mihyar
mika
mikail
mimar
minhaj
miqdad
miraj
mirsab
misbah
mishaal
mishal
miskeen
mistah
miyaz
moazzam
mobeen
moeenuddin
moeez
moemen
mohammed
mohid
mohsin
mokbul
moosa
mostafa
motasim
motaz
mounir
mourad
muadh
muafa
mualla
muallim
muammar
muammer
muawiyah
muawwiz
muayyad
muballigh
mubarak
mubaraq
mubashir
mubassir
mubeen
mubid
mubin
mudabbir
mudar
mudasir
mudasser
muddaththir
mueen
mueez
mufaddal
mufakkir
mufallah
mufeed
mufid
muflih
mufti
mughith
muhab
muhafiz
muhaimin
muhair
muhajir
muhammad
muhanna
muhannad
muhanned
muharrem
muhayr
muhdee
muheet
muhib
muhibb
muhriz
muhsin
muhtadi
muhtashim
muhyialdin
muin
muinuddeen
muiz
muizz
mujab
mujaddid
mujahid
mujazziz
mujeeb
mujibur
mujtaba
mukarram
mukhlis
mukhtar
mukthadir
mulayl
mulham
mulhim
mumin
mummar
mumtaz
munaf
munahid
munawwar
mundhir
muneeb
muneer
munib
munif
munir
munis
munjid
munkadir
munqad
munsif
muntasir
muntazir
munzir
muqaddas
muqatadir
muqbil
muqtasid
murabbi
murad
mursal
murshid
murtaad
murtada
murtadaa
murtadhy
murtadi
murtaza
musa
musab
musad
musaddiq
musaid
museeb
musharraf
musheer
mushfiq
mushir
mushtaq
muslih
muslim
mussarrat
mustaeen
mustafa
mustafeed
mustahsan
mustajab
mustakim
mustaneer
mustaqeem
mustatab
muta
mutahhir
mutashim
mutasim
mutawalli
mutawassit
mutayyib
mutazz
muthanna
muti
muttaqi
muttee
muwaffaq
muyassar
muzaffar
muzakkir
muzammil
muzhir
muzzammil
naadir
nabeel
nabhan
nabigh
nabighah
nabih
nabil
nadeem
nadhir
nadim
nadir
nadr
naeem
nafasat
nafees
nafi
nafis
nahid
naib
naif
nail
naim
najair
najam
najeeb
najeed
naji
najib
najid
najih
najjar
najm
najmaldin
naman
nameer
namik
namir
naqeeb
naqi
naqid
naqqaash
naseef
naseem
naseer
nashah
nashat
nashit
nashwan
nasib
nasif
nasih
nasim
nasir
nasiraldin
nasmi
nasr
nasri
nasser
nasuh
natiq
naushad
naveed
navid
nawaf
nawaz
nawfal
nawwaf
nayab
nayif
nazakat
nazar
nazeef
nazeeh
nazeem
nazeer
nazih
nazim
nazir
nazmi
nehan
nibras
nidal
nihal
nijad
nimr
nishaaj
nithar
niyaz
nizam
nizar
nizzar
noman
nooh
noor
noorali
noori
noraiz
nour
noureddine
nuaim
nuaym
nubaid
nuh
nuhaid
nuhayd
numair
numan
nur
nuraldin
nuraz
nurdeen
nurfirdaus
nuri
nurulqiblatayn
nusayb
nusayr
nusrah
nusrat
obaid
omair
omar
osama
owais
parsa
parvez
pervaiz
qaadir
qabeel
qadar
qadeer
qadi
qadim
qahtan
qaim
qais
qamar
qani
qanit
qareeb
qaseem
qasid
qasif
qasim
qatadah
qawee
qays
quadir
qudamah
qudoos
qurban
qusay
qutaibah
qutaybah
qutb
qutuz
raahil
raamis
raamiz
raashid
rabah
rabar
rabbani
rabee
rabi
rabiah
rabit
radi
raees
rafan
rafay
rafee
rafeek
rafi
rafid
rafik
rafiq
ragheb
raghib
raghid
rahat
raheel
raheesh
rahil
rahim
rahman
rahmat
raid
raif
raihan
rais
raiyan
raja
rajaa
rajab
raji
rajih
rakeem
rakhshan
rakin
ramadan
rameez
rami
ramih
ramin
ramiz
ramzi
rani
raonar
raquib
raseem
rashad
rashdan
rasheed
rashid
rasil
rasin
rasmi
rasool
rasul
ratib
rauf
rawahah
rawdah
rawh
rayan
rayees
rayhaan
rayhan
rayn
rayyan
raza
razam
razeen
razin
reda
rehan
rehma
rehmatullah
reza
riaz
rida
ridha
ridwan
rifaah
rihab
risay
riyad
riyadh
riyasat
rizq
rizwan
robeel
rohail
roshan
rowel
ruhi
rukanah
rushd
rushdi
ruwaid
ruwayd
ruwayfi
saad
saadah
saadat
saafir
saahir
saaiq
saal
saaqib
sab
sabbir
sabeeh
sabeer
sabih
sabil
sabiq
sabir
sabri
sabur
saburah
sad
sadad
sadaldin
sadan
sadaqat
sadeed
sadeem
sadid
sadik
sadiq
sadit
sadun
saeed
safdar
safeenah
safeer
saffar
safi
safiy
safiyaldin
safiyallah
safiyy
safuh
safulislam
safwah
safwan
safwat
sagheer
sahab
sahar
saheim
sahib
sahil
sahir
sahl
sahm
sahmir
saib
said
saif
saifaldin
saifan
saifulazman
saim
sair
sairah
saji
sajid
sajjad
sakhawat
sakhr
sakhrah
salaahddinn
salaam
salah
salahaldin
salam
salamah
salamat
salar
saleel
saleem
saleh
salif
salih
salik
salim
salman
salsaal
salsal
salt
sameed
sameer
sameh
sami
samih
samir
samit
samman
sanaullah
sanawbar
saood
saqer
saqib
saqr
sarab
sarfaraz
sarfraz
sarim
sariyah
sarmad
sarosh
sarwar
sati
saud
sawa
sawad
sawlat
sawwaf
sayf
sayfiyy
sayhan
sayid
sayyar
sayyid
seema
seif
shaaf
shaariq
shabaan
shabab
shabah
shaban
shabaz
shabb
shabbeer
shabbir
shabeeh
shabib
shad
shadab
shadan
shadeed
shadhin
shadi
shadin
shafaat
shafee
shafeeq
shafi
shafin
shafiq
shafiulla
shafqat
shah
shahab
shahadat
shahan
shaharyar
shahbaz
shaheed
shaheem
shaheen
shaheer
shahid
shahin
shahir
shahnawaz
shahrukh
shahrul
shahzad
shahzaib
shahzor
shairyaar
shajee
shakeel
shakib
shakir
shallal
shamal
shamas
shameel
shameem
shamel
shamil
shamim
shammyn
shams
shamsaldin
shamshad
shamsheer
shamsideen
shamsulhaq
shan
shaqeeq
sharaf
sharafat
sharaheel
shareef
shareek
sharif
sharifudin
shariq
sharique
sharjeel
shaukat
shawaiz
shawqi
shayaan
shayan
shaybah
shazad
shazeb
shaziya
shehran
shehroze
shehryaar
shehyar
shehzaad
sheraz
sheryar
shibli
shifa
shihab
shihabaldin
shihad
shiraz
shoaib
shuaa
shuaib
shuayb
shuja
shukri
shumayl
shuneal
shurahbeel
shurayh
shuraym
siddiq
sifet
sikandar
silah
simak
sinan
siraj
sirajaldin
siwar
sofian
sohaib
sohail
souffian
subhan
subhi
sufyan
suhaan
suhaib
suhail
suhaim
suhayb
suhayl
suhaym
suheb
sulaiman
sulayk
sulayman
sultaan
sultan
sumayya
sumrah
suoud
suraqah
surayj
surur
suud
suwaybit
suwayd
sydeek
syed
taanish
taban
tabassum
tabish
taha
tahawwur
taheem
tahir
tahmeed
tahmid
tahoor
tahseen
tahsin
taimallah
taimur
taj
tajaldin
tajammal
tajammul
tajudinn
talal
talat
talha
talhah
tali
talib
tamam
tameem
tameez
tamim
tamir
tamkeen
tammam
tanim
tanveer
tanwir
taqiy
taqiyy
tarannum
tareef
tarif
tariq
tasadduq
tasawwar
taseen
taslim
tasneen
taufiq
tauqeer
tawbah
tawfeeq
tawfiq
tawhid
tawoos
tawseef
taymallah
taymullah
taymur
taysir
tayyab
tayyib
tazeem
tazneem
tehseen
thabit
thalabah
thaman
thamar
thamer
thamir
thaqaf
thaqib
tharwat
thauban
thawab
thawban
thayer
thumamah
tihami
tobias
toqeer
tufayl
tulayb
tunveer
turhan
ubadah
ubaid
ubaidah
ubayd
ubaydah
ubaydullah
ubayy
udail
uday
udayl
uhban
ulfat
umair
umar
umarah
umayr
umayyah
umran
unais
unal
unays
uqbah
urfee
urooj
urwah
usaim
usama
usamah
usayd
usaym
usman
utbah
uthal
uthman
uwayam
uzair
uzayr
waail
waddah
wadi
wadid
wafa
wafeeq
wafi
wafiq
wahab
wahb
wahban
waheed
wahhab
wahhaj
wahib
wahid
wail
wais
waiz
wajdaan
wajdi
wajeeh
wajid
wajih
wakalat
wakeel
wakil
waleed
wali
walid
walif
waliuddin
waliyaldin
waliyallah
waqaar
waqar
waqas
waqqas
ward
wasay
waseem
wasif
wasil
wasim
watheq
wazir
wildan
wisam
yafi
yaghnam
yahya
yaman
yameen
yaqeen
yaqoot
yaqub
yar
yasar
yaseen
yasin
yasir
yasser
yathrib
yawar
yawer
yazan
yazeed
yazid
yoonus
youssef
yuhannis
yunus
yusef
yushua
yusr
yusri
yusuf
zackariya
zaeem
zafar
zafir
zafrul
zaheer
zahi
zahid
zahir
zaid
zaigham
zaighum
zaim
zain
zair
zakar
zakariya
zakariyya
zaki
zakir
zakwan
zaky
zaman
zameer
zamil
zarar
zarif
zaroon
zarrar
zayan
zayb
zayd
zayer
zayn
zebadiyah
zeeshan
zeeya
zeyad
zia
ziad
ziaud
zishan
ziyad
zohaib
zohair
zubair
zubayr
zuehb
zufar
zuhaib
zuhair
zuhayr
zuhoor
zulaym
zulfaqar
zulfiqar
zulqarnain
zunnoon
zuti
aabidah
aabirah
aabish
aadab
aadila
aaeedah
aaeesha
aafia
aafiya
aafreeda
aafreen
aaidah
aairah
aakifah
aala
aalaa
aaleyah
aalia
aalimah
aaliyah
aamaal
aamal
aamanee
aamilah
aaminah
aamira
aamirah
aanifatimahkhatoon
aanisah
aaqilah
aara
aarifah
aasia
aasimah
aatifa
aatikah
aatiqah
aatirah
aazeen
abal
abasah
abda
abdia
abeedah
abeela
abeer
abeera
abeerah
abia
abida
abidah
abir
abla
ablaa
ablah
abqurah
abra
ada
adab
adara
adawiyah
adeeba
adeela
adeelah
adeena
adeeva
adiba
adifaah
adila
adilah
adla
adn
afaf
afeefa
afeerah
afia
afifa
afifah
afiyah
afizah
afnan
afra
afraa
afrah
afreen
afroza
afroze
afsa
afsana
afshan
afsheen
afya
ahd
ahdia
ahlam
aida
aidah
aighar
aila
aimal
aimen
ain
ainalsaba
aini
aisha
aishah
aiya
aiyla
aiza
aizah
ajeebah
ajlal
ajradah
ajwa
akia
akifah
akilah
akleema
alaia
alayna
aleemah
aleena
aleesa
aleeza
alesha
alhena
alia
aliah
alika
alima
alimah
alina
alishaba
alishba
aliyah
aliyyah
aliza
alleyah
alma
almaas
almas
alraaz
aludra
alvina
alya
alzahra
alzubra
amah
amal
amala
amalia
aman
amana
amani
amany
amara
amatullah
amaya
ambar
ambareen
amber
ambereen
ambreen
ameena
ameenah
ameera
ameerah
amel
amelia
amena
amilah
amima
amina
aminah
amineh
amira
amirah
ammara
ammarah
amna
amra
amrah
amreen
amsah
amtullah
ana
anaan
anah
anam
anan
anaum
anbar
anbarin
andaleeb
andalib
andlib
aneeqa
aneesa
aneesah
aneezah
angbin
anida
anika
anila
anisa
anisah
anisha
aniya
anja
anjum
anmar
annam
anniyah
anousha
anum
anwara
anya
aqeela
aqeelah
aqilah
aqsa
ara
aram
areebah
areej
aresha
arfa
ariana
aribah
arij
arisha
arissa
arjumand
aroob
aroosa
aroush
arsala
arub
arva
arwa
arya
aryisha
arzo
arzoo
arzu
asalah
asbah
asfa
asfia
asfiya
ashadieeyah
ashalina
ashbah
asheeyana
ashika
ashwaq
asifa
asil
asilah
asili
asima
asimah
asiya
asiyah
asli
asma
asmaa
asmara
asmat
asna
asra
asriyah
ateefa
ateeqah
ateeyah
athilah
athmah
atia
atifa
atifah
atika
atikah
atiqah
atiya
atiyah
atyaf
awa
awatif
aya
ayaana
ayaat
ayah
ayan
ayana
ayat
ayeh
ayesha
ayishah
aymen
ayra
aysha
ayshah
azadeh
azeemah
azeeza
azhaar
aziman
aziza
azizah
azka
azma
azmina
azra
azraa
azza
azzah
azzahra
badia
badiah
badiyah
badra
badriya
badriyah
badriyyah
bahaa
bahar
baheera
bahijah
bahira
bahirah
bahiya
bahiyaa
bahiyah
bahiyyah
bahriyahalaabidah
bakht
bakhtawar
balqees
balqis
balsam
ban
banafsha
banan
banujah
baraaa
baraah
baraka
bareerah
bariah
barika
barirah
barrah
barzah
basaaria
basbas
baseema
bashair
basheera
bashirah
basilah
basimah
basinah
basma
basmah
basoos
batinah
batool
batrisyia
batul
bayan
baysan
bazilah
beena
beenish
benazir
benzair
bilqees
bilqis
binesh
binish
birrah
bisar
bisharah
bisma
budur
buhaisah
buhaysah
buhayyah
buhjah
buhthah
bunanah
buqayrah
burdah
busayrah
bushra
bushrah
busr
busrah
buthainah
buthayna
buthaynah
cala
cantara
chaman
chanda
chandni
daania
daanya
dad
dafiyah
dahab
dahma
dalal
daleela
daliya
daliyah
daneen
daniya
daniyah
darakhshaan
darakhshan
daria
dawlatkhatoon
deeba
deema
dema
dhakirah
dhakiyah
dhuha
dhuka
dilshadkhatoon
dimah
dina
diqrah
diyanah
doaa
dua
duaa
dubaah
dujanah
dunia
dunya
dunyana
durar
durdanah
durrah
durriyah
eiliyah
eimaan
eiman
eliza
elma
eman
enisa
eraj
erina
ermina
erum
eshaal
eshal
eshmaal
ezzah
fadeelah
fadheela
fadila
fadilah
fadiyah
fadwa
fadwah
fadyaa
faeezah
faekah
fahada
fahdah
faheemah
fahima
fahimah
fahmida
faiha
faiqa
faiqah
fairuzah
faiza
faizah
fajr
fakeehah
fakhirah
fakhra
fakhriyah
fakhtah
fakihah
falak
falaknaz
falaq
falisha
famya
fanan
faqirah
fara
farah
faraza
fareeda
fareedah
fareeha
fareess
farha
farhah
farhana
farhanah
farhat
farheen
farhiya
faria
fariah
farida
faridah
fariha
farihah
farisha
fariza
farizah
farkhandah
farqad
farwa
farwah
faryal
faryat
farzana
farzeen
faseehah
faseelah
fateenah
fatheha
fathima
fathiya
fathiyah
fatiha
fatihah
fatim
fatima
fatimah
fatinah
fatma
fauzia
fawza
fawzah
fawzia
fawziya
fawziyah
fawziyyah
fayha
fayruz
fazia
fazluna
fazzilet
feerozah
feiyaz
fellah
femida
fikriya
fikriyah
fir
firdaus
firdaws
firdoos
firdous
firdowsa
firyal
fiza
forhana
fozia
foziah
fudayl
furat
furayah
fusaylah
fuseelah
futun
gazala
ghaada
ghaaliya
ghadah
ghadir
ghalibah
ghaliyah
ghaneemah
ghania
ghaniyah
gharam
ghareebah
ghayda
ghaydaa
ghazal
ghazala
ghazalah
ghaziyah
ghitbah
ghizlan
ghufayrah
ghumaysa
ghunwah
ghunyah
ghusoon
ghuzayyah
gulbano
gulerana
haadiya
haajar
haala
hababah
habeeba
habiba
habibah
haboos
hadeel
hadeeqa
hadeeqah
hadhirah
hadil
hadiya
hadiyah
hadiyyah
hafa
hafeezah
hafizah
hafsa
hafsa/ucha
hafsah
hafthah
haifa
haiza
hajar
hajjah
hajna
hajrah
hakimah
hala
halah
haleema
halima
halimah
hamamah
hamdiyah
hameeda
hamidah
hamnah
hamra
hanan
haneefa
haneefah
hanfa
haniah
hanifa
hanin
haniya
haniyah
haniyyah
hannah
hannan
hareem
haseena
hasibah
hasinah
hasna
hasnah
hawa
hawadah
hawazin
hawra
hawwa
hayaam
hayah
hayam
hayat
hayed
hayfa
hayrah
hayud
hazar
hazimah
haziqah
hazirah
heba
heela
hena
henna
hessa
heyam
hiba
hibatallah
hibatullah
hibba
hibbah
hidayah
hidiyah
hifza
hijab
hijrah
hikmah
hikmat
hilwana
hind
hindah
hira
hirah
hiyam
hoda
hodan
hooda
hoor
hooria
hooriya
hooriyah
horia
hubab
hubayshah
hubba
huda
hudun
hujaymah
hujayrah
hukaymah
hulyah
huma
humaira
humairah
humaydah
humayrah
humera
humra
hunaidah
hunaydah
hur
huriyah
huriyyah
hurya
husn
husna
husniya
husniyah
hutun
huwaidah
huwaydah
iba
ibadah
ibthaj
ibtihaaj
ibtihaj
ibtihal
ibtisam
idhar
iffah
iffat
ifra
iftikar
iftin
ifza
ijabo
ijlal
ikhlas
ikraam
ikram
ikramiya
ilaaf
ilhaam
ilham
ilhan
ilm
ilmeeyat
iman
imani
imsaal
imthithal
imtihal
imtithal
inaaya
inan
inas
inaya
inayah
inga
insha
intessar
intisaar
intisar
iqra
iraj
iram
irem
irsa
irum
isad
isaf
isar
isbah
isha
ishaal
ishfaq
ishraq
isir
isma
ismat
isra
istabraq
istilah
itab
itaf
ithar
itidal
izdihaar
izdihar
izma
izzah
izzah(izzat)
izzannisa
jabeen
jabirah
jabrayah
jada
jadwa
jahaan
jahan
jahanaara
jahanara
jahankhatoon
jahdamah
jahida
jahmyyllah
jaiyana
jala
jalilah
jameela
jameelah
jameena
jamia
jamila
jamilah
jammana
jana
janaan
janan
jannah
jannat
jaseena
jasmin
jasmina
jasrah
javairea
jawa
jawahir
jawharah
jawl
jawna
jaza
jazeera
jazira
jaziya
jehaan
jehan
jemimah
jenna
jennah
jessenia
jian
jihan
jilan
jinan
johara
jud
judamah
judi
juhainah
juhanah
juhaynah
jumaana
juman
jumaymah
jumaynah
jun
junah
junainah
junnut
juwairiyah
juwan
juwariyah
juwayriyah
kabirah
kadshah
kaheesha
kainat
kaleemah
kali
kalila
kalima
kalsoom
kaltham
kamaliyah
kamilah
kaneez
kanval
kanwal
kanz
kanza
kanzah
karawan
kardawiyah
kareema
karida
karima
karimah
kas
kashifah
kashish
kathirah
kaukab
kausar
kawakib
kayan
kaysah
kehara
kehkashan
khadeeja
khadija
khadijah
khadra
khairah
khairiya
khalida
khalidah
khalilah
khalisah
khansa
kharqa
khatera
khatira
khatoon
khawlah
khayrah
khayriyah
khayriyyah
khazanah
khidrah
khitam
khudrah
khulaybah
khulood
khulud
khusbakht
khuwaylah
khuzama
khuzamah
kifah
kiswar
koila
komal
komila
kuaybah
kuhaylah
kulthoom
kulthum
kulus
kunza
kuratulain
kuwaysah
kwairah
kyda
laaibah
laaiqah
labeebah
labibah
laiba
laila
laiqa
lama
lamah
lamees
lamiah
lamis
lamisa
